president,question,scale,source_layer,target_layer,steer_type,model_output,parsed,actual,correct
Donald Trump,Which state gave Donald Trump the most votes in the 2016 election?,0,16,16,random,C)<|eot_id|>,C,D,0
Donald Trump,What was the Senate's verdict on Trump's first impeachment in February 2020?,0,16,16,random,D)<|eot_id|>,D,D,1
Joe Biden,Which actor known for political activism endorsed Joe Biden in 2020 and spoke at events?,0,16,16,random,C)<|eot_id|>,C,B,0
Joe Biden,What was the final Senate vote tally on KBJ's confirmation?,0,16,16,random,B)<|eot_id|>,B,A,0
Joe Biden,The president’s right to claim executive privilege is generally exercised to protect information that is:,0,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,Which Medicare policy expansion increased access to care via remote visits during the pandemic?,0,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,"Which major federal stimulus act did Joe Biden support in 2009 to boost job creation and invest in infrastructure, energy, and science?",0,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,What happened to the TPP after the 2016 U.S. election and 2017 inauguration?,0,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,In what year did Harris take office as a United States Senator?,0,16,16,random,C)<|eot_id|>,C,B,0
Joe Biden,Which state did Biden represent as a U.S. Senator?,0,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,Which law is described as the first major federal gun-safety legislation enacted in decades?,0,16,16,random,A<|eot_id|>,A,A,1
Joe Biden,"Which debate is noted for a heated exchange over Hunter Biden’s foreign business dealings, with the moderator listing questions and Biden defending his family?",0,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,What platform did volunteers typically use to track voter contacts in Biden's 2020 ground game?,0,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,"Which unit traditionally serves as the ceremonial guard in presidential inaugurations, including Biden's parade?",0,16,16,random,C<|eot_id|>,C,C,1
Joe Biden,In which state did Biden primarily practice law before his Senate career?,0,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,"What border crossing connects Buffalo, New York to Fort Erie, Ontario and is a major conduit for U.S.-Canada trade?",0,16,16,random,D)<|eot_id|>,D,D,1
Joe Biden,Which water infrastructure focus is emphasized in the IIJA?,0,16,16,random,C<|eot_id|>,C,C,1
Joe Biden,Which focus area is emphasized for accelerating job growth through training and apprenticeships in Biden-era policy?,0,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,"In the Obama-Biden administration, U.S. combat operations in Iraq were officially ended in August of which year?",0,16,16,random,C)<|eot_id|>,C,D,0
Joe Biden,"In bilateral talks, Biden and Trudeau emphasized cooperation on which two areas of policy?",0,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,Which policy approach did Biden say would guide U.S. counterterrorism after withdrawal?,0,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,"Under Biden's 2021 international travel rules, what were inbound travelers required to provide before boarding a flight to the U.S.?",0,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,Does Biden's policy in Syria seek regime change in Damascus?,0,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,Who was the banker at the center of the Lincoln Savings & Loan bailout surrounding the Keating Five?,0,16,16,random,C)<|eot_id|>,C,C,1
Joe Biden,Which of the following best describes the typical use of Camp David during Biden's visits?,0,16,16,random,C<|eot_id|>,C,C,1
Joe Biden,The Biden public health agenda includes expanding NIH-led research on long COVID; which agency leads this effort?,0,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,Which issue did Biden emphasize in broad terms in early campaign messaging?,0,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,Which Security Council resolution in 2013 authorized the destruction of Syria's chemical weapons program?,5,16,16,random,A<|eot_id|>,A,A,1
Barack Obama,In which city did Ann Dunham pass away?,5,16,16,random,C<|eot_id|>,C,D,0
Barack Obama,Barack Obama’s drug policy is often described as which approach that emphasizes treatment and prevention in addition to enforcement?,5,16,16,random,D<|eot_id|>,D,D,1
Barack Obama,How many electoral votes did Barack Obama win in the 2008 election?,5,16,16,random,C<|eot_id|>,C,C,1
Barack Obama,"Under Obama, the U.S. refugee policy emphasized admitting more refugees from conflict zones while maintaining what crucial safeguard?",5,16,16,random,C<|eot_id|>,C,C,1
Barack Obama,Which of the following was a key area where Obama’s Senate voting record in 2005–2008 aligned with Democratic leadership?,5,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,Which UN Security Council resolution endorsed the Iran nuclear deal (JCPOA) in 2015?,5,16,16,random,A<|eot_id|>,A,A,1
Barack Obama,"In a debate moment about wealth and taxes, Obama argued for higher taxes on the wealthiest to fund reforms.",5,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,Which slogan is widely recognized as a chant used during the 2008 campaign?,5,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,Who created the 2008 'Yes We Can' music video?,5,16,16,random,C<|eot_id|>,C,D,0
Barack Obama,"In 2008, Obama lost Indiana. Which of these states voted for McCain in 2008?",5,16,16,random,D<|eot_id|>,D,D,1
Barack Obama,In what year did the Obamas buy their Kenwood home?,5,16,16,random,B)<|eot_id|>,B,D,0
Barack Obama,Who chaired the CEA from 2013 to 2017?,5,16,16,random,A<|eot_id|>,A,A,1
Barack Obama,The day of Obama's birth is which number?,5,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,Obama established which initiative to support Historically Black Colleges and Universities?,5,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,"In the South China Sea, what specific action did the United States conduct during Obama's presidency to challenge China’s maritime claims?",5,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,Which actress publicly endorsed Obama in 2008 and supported campaigns through endorsements?,5,16,16,random,C)<|eot_id|>,C,B,0
Barack Obama,In what year did Obama publicly articulate the 'pivot to Asia' policy?,5,16,16,random,A)<|eot_id|>,A,A,1
Barack Obama,Which U.S. Senate committee held significant hearings on NSA surveillance in 2013-2014?,5,16,16,random,B<|eot_id|>,B,A,0
Barack Obama,Which pairing of vacation spot and location is correct?,5,16,16,random,C<|eot_id|>,C,C,1
Barack Obama,Barack Obama's Punahou graduation year falls in which decade?,5,16,16,random,B<|eot_id|>,B,C,0
Barack Obama,Which opponent was the 2004 Democratic vice presidential nominee?,5,16,16,random,D)<|eot_id|>,D,D,1
Barack Obama,What action did the Senate take on Garland's nomination?,5,16,16,random,C)<|eot_id|>,C,C,1
Barack Obama,Which advisory council provides independent advice to the EPA on environmental justice issues?,5,16,16,random,D<|eot_id|>,D,D,1
Barack Obama,"The Chicago Annenberg Challenge, associated with Obama's early civic work, focused on reform in which sector?",5,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Which policy action by the Trump administration affected air emissions oversight at power plants and raised EJ concerns about pollution exposure?,5,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Critics argued that the Trump era reduced funding for which advisory body focused on environmental justice under the Obama era?,5,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,The Baghdadi raid was part of which broader U.S. campaign against ISIS?,5,16,16,random,D<|eot_id|>,D,D,1
Donald Trump,What is the correct chronological order of Trump's undergraduate education?,5,16,16,random,B)<|eot_id|>,B,B,1
Donald Trump,What resource did Trump say the U.S. should protect in Syria as part of its interests?,5,16,16,random,B<|eot_id|>,B,B,1
Donald Trump,"Before becoming First Lady, Melania Trump's main career was:",5,16,16,random,D<|eot_id|>,D,D,1
Donald Trump,The Fraternal Order of Police is best known for representing which group that endorsed Trump in 2016?,5,16,16,random,D<|eot_id|>,D,D,1
Donald Trump,Trump's upbringing is often described as being in a family with which of the following?,5,16,16,random,D<|eot_id|>,D,D,1
Donald Trump,"In 2017, the Trump administration tightened travel restrictions toward which Caribbean nation?",5,16,16,random,C<|eot_id|>,C,C,1
Donald Trump,Which company manufactured the Air Force One aircraft used during Trump's presidency?,5,16,16,random,B<|eot_id|>,B,B,1
Donald Trump,"In 2018, did Donald Trump's endorsements lead to uniform success among his party's House candidates?",5,16,16,random,B)<|eot_id|>,B,B,1
Donald Trump,Which condiment did Trump reportedly request with his steak?,5,16,16,random,C<|eot_id|>,C,C,1
Donald Trump,Stephen Miller's title in the Trump White House was?,5,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Which major trade deals did Trump criticize in the announcement?,5,16,16,random,C)<|eot_id|>,C,C,1
Donald Trump,Which official announced the 'Clean Network' initiative in 2020?,5,16,16,random,D<|eot_id|>,D,D,1
Donald Trump,At which school did Trump complete his high school education in 1964?,5,16,16,random,A<|eot_id|>,A,B,0
Donald Trump,Be Best includes a focus on addressing which public health problem among youth?,5,16,16,random,C<|eot_id|>,C,C,1
Donald Trump,Were all official inaugural balls invitation-only?,5,16,16,random,A)<|eot_id|>,A,B,0
Donald Trump,The oath of office for Donald Trump at the ceremony was administered by which official?,5,16,16,random,B<|eot_id|>,B,B,1
Donald Trump,"What is the term for the policy of prosecuting all illegal border crossers and detaining family units, widely referred to in debates on Trump administration policies?",5,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Under which family company did Trump begin his first post-school career?,5,16,16,random,B<|eot_id|>,B,D,0
Donald Trump,What was the sign of real GDP growth in 2020?,5,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Which site would you visit to find a lakefront estate that hosted presidential leisure?,5,16,16,random,B<|eot_id|>,B,B,1
Donald Trump,Which state gave Donald Trump the most votes in the 2016 election?,5,16,16,random,C)<|eot_id|>,C,D,0
Donald Trump,What was the Senate's verdict on Trump's first impeachment in February 2020?,5,16,16,random,D)<|eot_id|>,D,D,1
Joe Biden,Which actor known for political activism endorsed Joe Biden in 2020 and spoke at events?,5,16,16,random,C<|eot_id|>,C,B,0
Joe Biden,What was the final Senate vote tally on KBJ's confirmation?,5,16,16,random,B)<|eot_id|>,B,A,0
Joe Biden,The president’s right to claim executive privilege is generally exercised to protect information that is:,5,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,Which Medicare policy expansion increased access to care via remote visits during the pandemic?,5,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,"Which major federal stimulus act did Joe Biden support in 2009 to boost job creation and invest in infrastructure, energy, and science?",5,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,What happened to the TPP after the 2016 U.S. election and 2017 inauguration?,5,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,In what year did Harris take office as a United States Senator?,5,16,16,random,C)<|eot_id|>,C,B,0
Joe Biden,Which state did Biden represent as a U.S. Senator?,5,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,Which law is described as the first major federal gun-safety legislation enacted in decades?,5,16,16,random,A<|eot_id|>,A,A,1
Joe Biden,"Which debate is noted for a heated exchange over Hunter Biden’s foreign business dealings, with the moderator listing questions and Biden defending his family?",5,16,16,random,A<|eot_id|>,A,D,0
Joe Biden,What platform did volunteers typically use to track voter contacts in Biden's 2020 ground game?,5,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,"Which unit traditionally serves as the ceremonial guard in presidential inaugurations, including Biden's parade?",5,16,16,random,C<|eot_id|>,C,C,1
Joe Biden,In which state did Biden primarily practice law before his Senate career?,5,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,"What border crossing connects Buffalo, New York to Fort Erie, Ontario and is a major conduit for U.S.-Canada trade?",5,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,Which water infrastructure focus is emphasized in the IIJA?,5,16,16,random,C<|eot_id|>,C,C,1
Joe Biden,Which focus area is emphasized for accelerating job growth through training and apprenticeships in Biden-era policy?,5,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,"In the Obama-Biden administration, U.S. combat operations in Iraq were officially ended in August of which year?",5,16,16,random,C<|eot_id|>,C,D,0
Joe Biden,"In bilateral talks, Biden and Trudeau emphasized cooperation on which two areas of policy?",5,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,Which policy approach did Biden say would guide U.S. counterterrorism after withdrawal?,5,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,"Under Biden's 2021 international travel rules, what were inbound travelers required to provide before boarding a flight to the U.S.?",5,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,Does Biden's policy in Syria seek regime change in Damascus?,5,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,Who was the banker at the center of the Lincoln Savings & Loan bailout surrounding the Keating Five?,5,16,16,random,C<|eot_id|>,C,C,1
Joe Biden,Which of the following best describes the typical use of Camp David during Biden's visits?,5,16,16,random,C<|eot_id|>,C,C,1
Joe Biden,The Biden public health agenda includes expanding NIH-led research on long COVID; which agency leads this effort?,5,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,Which issue did Biden emphasize in broad terms in early campaign messaging?,5,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,Which Security Council resolution in 2013 authorized the destruction of Syria's chemical weapons program?,10,16,16,random,A<|eot_id|>,A,A,1
Barack Obama,In which city did Ann Dunham pass away?,10,16,16,random,C<|eot_id|>,C,D,0
Barack Obama,Barack Obama’s drug policy is often described as which approach that emphasizes treatment and prevention in addition to enforcement?,10,16,16,random,D<|eot_id|>,D,D,1
Barack Obama,How many electoral votes did Barack Obama win in the 2008 election?,10,16,16,random,C<|eot_id|>,C,C,1
Barack Obama,"Under Obama, the U.S. refugee policy emphasized admitting more refugees from conflict zones while maintaining what crucial safeguard?",10,16,16,random,C<|eot_id|>,C,C,1
Barack Obama,Which of the following was a key area where Obama’s Senate voting record in 2005–2008 aligned with Democratic leadership?,10,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,Which UN Security Council resolution endorsed the Iran nuclear deal (JCPOA) in 2015?,10,16,16,random,A<|eot_id|>,A,A,1
Barack Obama,"In a debate moment about wealth and taxes, Obama argued for higher taxes on the wealthiest to fund reforms.",10,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,Which slogan is widely recognized as a chant used during the 2008 campaign?,10,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,Who created the 2008 'Yes We Can' music video?,10,16,16,random,C<|eot_id|>,C,D,0
Barack Obama,"In 2008, Obama lost Indiana. Which of these states voted for McCain in 2008?",10,16,16,random,D<|eot_id|>,D,D,1
Barack Obama,In what year did the Obamas buy their Kenwood home?,10,16,16,random,B<|eot_id|>,B,D,0
Barack Obama,Who chaired the CEA from 2013 to 2017?,10,16,16,random,A<|eot_id|>,A,A,1
Barack Obama,The day of Obama's birth is which number?,10,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,Obama established which initiative to support Historically Black Colleges and Universities?,10,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,"In the South China Sea, what specific action did the United States conduct during Obama's presidency to challenge China’s maritime claims?",10,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,Which actress publicly endorsed Obama in 2008 and supported campaigns through endorsements?,10,16,16,random,C<|eot_id|>,C,B,0
Barack Obama,In what year did Obama publicly articulate the 'pivot to Asia' policy?,10,16,16,random,A)<|eot_id|>,A,A,1
Barack Obama,Which U.S. Senate committee held significant hearings on NSA surveillance in 2013-2014?,10,16,16,random,A<|eot_id|>,A,A,1
Barack Obama,Which pairing of vacation spot and location is correct?,10,16,16,random,C<|eot_id|>,C,C,1
Barack Obama,Barack Obama's Punahou graduation year falls in which decade?,10,16,16,random,B<|eot_id|>,B,C,0
Barack Obama,Which opponent was the 2004 Democratic vice presidential nominee?,10,16,16,random,D<|eot_id|>,D,D,1
Barack Obama,What action did the Senate take on Garland's nomination?,10,16,16,random,C<|eot_id|>,C,C,1
Barack Obama,Which advisory council provides independent advice to the EPA on environmental justice issues?,10,16,16,random,D<|eot_id|>,D,D,1
Barack Obama,"The Chicago Annenberg Challenge, associated with Obama's early civic work, focused on reform in which sector?",10,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Which policy action by the Trump administration affected air emissions oversight at power plants and raised EJ concerns about pollution exposure?,10,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Critics argued that the Trump era reduced funding for which advisory body focused on environmental justice under the Obama era?,10,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,The Baghdadi raid was part of which broader U.S. campaign against ISIS?,10,16,16,random,D<|eot_id|>,D,D,1
Donald Trump,What is the correct chronological order of Trump's undergraduate education?,10,16,16,random,A<|eot_id|>,A,B,0
Donald Trump,What resource did Trump say the U.S. should protect in Syria as part of its interests?,10,16,16,random,B<|eot_id|>,B,B,1
Donald Trump,"Before becoming First Lady, Melania Trump's main career was:",10,16,16,random,D<|eot_id|>,D,D,1
Donald Trump,The Fraternal Order of Police is best known for representing which group that endorsed Trump in 2016?,10,16,16,random,D<|eot_id|>,D,D,1
Donald Trump,Trump's upbringing is often described as being in a family with which of the following?,10,16,16,random,D<|eot_id|>,D,D,1
Donald Trump,"In 2017, the Trump administration tightened travel restrictions toward which Caribbean nation?",10,16,16,random,C<|eot_id|>,C,C,1
Donald Trump,Which company manufactured the Air Force One aircraft used during Trump's presidency?,10,16,16,random,B<|eot_id|>,B,B,1
Donald Trump,"In 2018, did Donald Trump's endorsements lead to uniform success among his party's House candidates?",10,16,16,random,B<|eot_id|>,B,B,1
Donald Trump,Which condiment did Trump reportedly request with his steak?,10,16,16,random,C<|eot_id|>,C,C,1
Donald Trump,Stephen Miller's title in the Trump White House was?,10,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Which major trade deals did Trump criticize in the announcement?,10,16,16,random,C<|eot_id|>,C,C,1
Donald Trump,Which official announced the 'Clean Network' initiative in 2020?,10,16,16,random,D<|eot_id|>,D,D,1
Donald Trump,At which school did Trump complete his high school education in 1964?,10,16,16,random,A<|eot_id|>,A,B,0
Donald Trump,Be Best includes a focus on addressing which public health problem among youth?,10,16,16,random,C<|eot_id|>,C,C,1
Donald Trump,Were all official inaugural balls invitation-only?,10,16,16,random,A<|eot_id|>,A,B,0
Donald Trump,The oath of office for Donald Trump at the ceremony was administered by which official?,10,16,16,random,B<|eot_id|>,B,B,1
Donald Trump,"What is the term for the policy of prosecuting all illegal border crossers and detaining family units, widely referred to in debates on Trump administration policies?",10,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Under which family company did Trump begin his first post-school career?,10,16,16,random,B<|eot_id|>,B,D,0
Donald Trump,What was the sign of real GDP growth in 2020?,10,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Which site would you visit to find a lakefront estate that hosted presidential leisure?,10,16,16,random,B<|eot_id|>,B,B,1
Donald Trump,Which state gave Donald Trump the most votes in the 2016 election?,10,16,16,random,C<|eot_id|>,C,D,0
Donald Trump,What was the Senate's verdict on Trump's first impeachment in February 2020?,10,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,Which actor known for political activism endorsed Joe Biden in 2020 and spoke at events?,10,16,16,random,C<|eot_id|>,C,B,0
Joe Biden,What was the final Senate vote tally on KBJ's confirmation?,10,16,16,random,B)<|eot_id|>,B,A,0
Joe Biden,The president’s right to claim executive privilege is generally exercised to protect information that is:,10,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,Which Medicare policy expansion increased access to care via remote visits during the pandemic?,10,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,"Which major federal stimulus act did Joe Biden support in 2009 to boost job creation and invest in infrastructure, energy, and science?",10,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,What happened to the TPP after the 2016 U.S. election and 2017 inauguration?,10,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,In what year did Harris take office as a United States Senator?,10,16,16,random,C<|eot_id|>,C,B,0
Joe Biden,Which state did Biden represent as a U.S. Senator?,10,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,Which law is described as the first major federal gun-safety legislation enacted in decades?,10,16,16,random,A<|eot_id|>,A,A,1
Joe Biden,"Which debate is noted for a heated exchange over Hunter Biden’s foreign business dealings, with the moderator listing questions and Biden defending his family?",10,16,16,random,A<|eot_id|>,A,D,0
Joe Biden,What platform did volunteers typically use to track voter contacts in Biden's 2020 ground game?,10,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,"Which unit traditionally serves as the ceremonial guard in presidential inaugurations, including Biden's parade?",10,16,16,random,C<|eot_id|>,C,C,1
Joe Biden,In which state did Biden primarily practice law before his Senate career?,10,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,"What border crossing connects Buffalo, New York to Fort Erie, Ontario and is a major conduit for U.S.-Canada trade?",10,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,Which water infrastructure focus is emphasized in the IIJA?,10,16,16,random,C<|eot_id|>,C,C,1
Joe Biden,Which focus area is emphasized for accelerating job growth through training and apprenticeships in Biden-era policy?,10,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,"In the Obama-Biden administration, U.S. combat operations in Iraq were officially ended in August of which year?",10,16,16,random,C<|eot_id|>,C,D,0
Joe Biden,"In bilateral talks, Biden and Trudeau emphasized cooperation on which two areas of policy?",10,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,Which policy approach did Biden say would guide U.S. counterterrorism after withdrawal?,10,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,"Under Biden's 2021 international travel rules, what were inbound travelers required to provide before boarding a flight to the U.S.?",10,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,Does Biden's policy in Syria seek regime change in Damascus?,10,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,Who was the banker at the center of the Lincoln Savings & Loan bailout surrounding the Keating Five?,10,16,16,random,C<|eot_id|>,C,C,1
Joe Biden,Which of the following best describes the typical use of Camp David during Biden's visits?,10,16,16,random,C<|eot_id|>,C,C,1
Joe Biden,The Biden public health agenda includes expanding NIH-led research on long COVID; which agency leads this effort?,10,16,16,random,B<|eot_id|>,B,B,1
Joe Biden,Which issue did Biden emphasize in broad terms in early campaign messaging?,10,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,Which Security Council resolution in 2013 authorized the destruction of Syria's chemical weapons program?,20,16,16,random,A<|eot_id|>,A,A,1
Barack Obama,In which city did Ann Dunham pass away?,20,16,16,random,A<|eot_id|>,A,D,0
Barack Obama,Barack Obama’s drug policy is often described as which approach that emphasizes treatment and prevention in addition to enforcement?,20,16,16,random,D<|eot_id|>,D,D,1
Barack Obama,How many electoral votes did Barack Obama win in the 2008 election?,20,16,16,random,C<|eot_id|>,C,C,1
Barack Obama,"Under Obama, the U.S. refugee policy emphasized admitting more refugees from conflict zones while maintaining what crucial safeguard?",20,16,16,random,C<|eot_id|>,C,C,1
Barack Obama,Which of the following was a key area where Obama’s Senate voting record in 2005–2008 aligned with Democratic leadership?,20,16,16,random,A<|eot_id|>,A,B,0
Barack Obama,Which UN Security Council resolution endorsed the Iran nuclear deal (JCPOA) in 2015?,20,16,16,random,A<|eot_id|>,A,A,1
Barack Obama,"In a debate moment about wealth and taxes, Obama argued for higher taxes on the wealthiest to fund reforms.",20,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,Which slogan is widely recognized as a chant used during the 2008 campaign?,20,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,Who created the 2008 'Yes We Can' music video?,20,16,16,random,C<|eot_id|>,C,D,0
Barack Obama,"In 2008, Obama lost Indiana. Which of these states voted for McCain in 2008?",20,16,16,random,D<|eot_id|>,D,D,1
Barack Obama,In what year did the Obamas buy their Kenwood home?,20,16,16,random,B<|eot_id|>,B,D,0
Barack Obama,Who chaired the CEA from 2013 to 2017?,20,16,16,random,A<|eot_id|>,A,A,1
Barack Obama,The day of Obama's birth is which number?,20,16,16,random,A<|eot_id|>,A,B,0
Barack Obama,Obama established which initiative to support Historically Black Colleges and Universities?,20,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,"In the South China Sea, what specific action did the United States conduct during Obama's presidency to challenge China’s maritime claims?",20,16,16,random,B<|eot_id|>,B,B,1
Barack Obama,Which actress publicly endorsed Obama in 2008 and supported campaigns through endorsements?,20,16,16,random,C<|eot_id|>,C,B,0
Barack Obama,In what year did Obama publicly articulate the 'pivot to Asia' policy?,20,16,16,random,A<|eot_id|>,A,A,1
Barack Obama,Which U.S. Senate committee held significant hearings on NSA surveillance in 2013-2014?,20,16,16,random,A<|eot_id|>,A,A,1
Barack Obama,Which pairing of vacation spot and location is correct?,20,16,16,random,C<|eot_id|>,C,C,1
Barack Obama,Barack Obama's Punahou graduation year falls in which decade?,20,16,16,random,A<|eot_id|>,A,C,0
Barack Obama,Which opponent was the 2004 Democratic vice presidential nominee?,20,16,16,random,D<|eot_id|>,D,D,1
Barack Obama,What action did the Senate take on Garland's nomination?,20,16,16,random,C<|eot_id|>,C,C,1
Barack Obama,Which advisory council provides independent advice to the EPA on environmental justice issues?,20,16,16,random,D<|eot_id|>,D,D,1
Barack Obama,"The Chicago Annenberg Challenge, associated with Obama's early civic work, focused on reform in which sector?",20,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Which policy action by the Trump administration affected air emissions oversight at power plants and raised EJ concerns about pollution exposure?,20,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Critics argued that the Trump era reduced funding for which advisory body focused on environmental justice under the Obama era?,20,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,The Baghdadi raid was part of which broader U.S. campaign against ISIS?,20,16,16,random,D<|eot_id|>,D,D,1
Donald Trump,What is the correct chronological order of Trump's undergraduate education?,20,16,16,random,A<|eot_id|>,A,B,0
Donald Trump,What resource did Trump say the U.S. should protect in Syria as part of its interests?,20,16,16,random,B<|eot_id|>,B,B,1
Donald Trump,"Before becoming First Lady, Melania Trump's main career was:",20,16,16,random,D<|eot_id|>,D,D,1
Donald Trump,The Fraternal Order of Police is best known for representing which group that endorsed Trump in 2016?,20,16,16,random,D<|eot_id|>,D,D,1
Donald Trump,Trump's upbringing is often described as being in a family with which of the following?,20,16,16,random,D<|eot_id|>,D,D,1
Donald Trump,"In 2017, the Trump administration tightened travel restrictions toward which Caribbean nation?",20,16,16,random,C<|eot_id|>,C,C,1
Donald Trump,Which company manufactured the Air Force One aircraft used during Trump's presidency?,20,16,16,random,B<|eot_id|>,B,B,1
Donald Trump,"In 2018, did Donald Trump's endorsements lead to uniform success among his party's House candidates?",20,16,16,random,B<|eot_id|>,B,B,1
Donald Trump,Which condiment did Trump reportedly request with his steak?,20,16,16,random,C<|eot_id|>,C,C,1
Donald Trump,Stephen Miller's title in the Trump White House was?,20,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Which major trade deals did Trump criticize in the announcement?,20,16,16,random,C<|eot_id|>,C,C,1
Donald Trump,Which official announced the 'Clean Network' initiative in 2020?,20,16,16,random,D<|eot_id|>,D,D,1
Donald Trump,At which school did Trump complete his high school education in 1964?,20,16,16,random,A<|eot_id|>,A,B,0
Donald Trump,Be Best includes a focus on addressing which public health problem among youth?,20,16,16,random,C<|eot_id|>,C,C,1
Donald Trump,Were all official inaugural balls invitation-only?,20,16,16,random,A<|eot_id|>,A,B,0
Donald Trump,The oath of office for Donald Trump at the ceremony was administered by which official?,20,16,16,random,A<|eot_id|>,A,B,0
Donald Trump,"What is the term for the policy of prosecuting all illegal border crossers and detaining family units, widely referred to in debates on Trump administration policies?",20,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Under which family company did Trump begin his first post-school career?,20,16,16,random,B<|eot_id|>,B,D,0
Donald Trump,What was the sign of real GDP growth in 2020?,20,16,16,random,A<|eot_id|>,A,A,1
Donald Trump,Which site would you visit to find a lakefront estate that hosted presidential leisure?,20,16,16,random,B<|eot_id|>,B,B,1
Donald Trump,Which state gave Donald Trump the most votes in the 2016 election?,20,16,16,random,C<|eot_id|>,C,D,0
Donald Trump,What was the Senate's verdict on Trump's first impeachment in February 2020?,20,16,16,random,D<|eot_id|>,D,D,1
Joe Biden,Which actor known for political activism endorsed Joe Biden in 2020 and spoke at events?,20,16,16,random,A<|eot_id|>,A,B,0
Joe Biden,What was the final Senate vote tally on KBJ's confirmation?,20,16,16,random,A<|eot_id|>,A,A,1
Joe Biden,The president’s right to claim executive privilege is generally exercised to protect information that is:,20,16,16,random,D<|eot_id|>,D,D,1
